,Accession,ncbi_AS_scores,ncbi_SH_scores,ncbi_diff_scores,ncbi_pred_class
1175,GFD82187.1,877.0,619.4,257.6,1
1176,WP_201285044.1,877.0,619.4,257.6,1
1177,WP_054822392.1,867.1,640.7,226.39999999999998,1
1178,WP_045484212.1,870.4,644.0,226.39999999999998,1
1179,WP_031493191.1,858.3,628.7,229.5999999999999,1
1180,WP_006069096.1,859.2,628.6,230.60000000000002,1
1181,HBN99956.1,870.2,614.9,255.30000000000007,1
1182,WP_199436326.1,869.1,641.3,227.80000000000007,1
1183,WP_122071613.1,869.8,642.7,227.0999999999999,1
1184,NEL22135.1,874.0,650.2,223.79999999999995,1
1185,WP_018984217.1,849.1,605.2,243.89999999999998,1
1186,HBK58036.1,818.7,646.4,172.30000000000007,1
1187,WP_143837175.1,892.5,648.0,244.5,1
1188,RZP31676.1,868.7,614.0,254.70000000000005,1
1189,WP_063603259.1,853.2,626.3,226.9000000000001,1
1190,HBO33288.1,783.2,592.4,190.80000000000007,1
1191,WP_014980534.1,867.8,613.7,254.0999999999999,1
1192,EGR3932583.1,866.0,638.2,227.79999999999995,1
1193,WP_014977633.1,864.0,610.9,253.10000000000002,1
1194,WP_039840610.1,870.0,642.2,227.79999999999995,1
1195,HAV63825.1,889.9,676.9,213.0,1
1196,WP_061096061.1,871.7,617.0,254.70000000000005,1
1197,MAW03781.1,867.7,615.3,252.4000000000001,1
1198,WP_024017120.1,872.0,623.9,248.10000000000002,1
1199,NEX18701.1,858.3,664.9,193.39999999999998,1
1200,HCS80336.1,868.3,616.3,252.0,1
1201,WP_200240196.1,887.8,681.6,206.19999999999993,1
1202,NCC52193.1,867.9,666.1,201.79999999999995,1
1203,MBI1176346.1,899.2,674.7,224.5,1
1204,WP_094418391.1,882.7,658.7,224.0,1
1205,WP_159120514.1,877.3,618.5,258.79999999999995,1
1206,WP_076012498.1,871.4,617.4,254.0,1
1207,WP_189609448.1,874.4,643.9,230.5,1
1208,WP_103878668.1,867.1,630.4,236.70000000000005,1
1209,WP_171369837.1,867.4,640.6,226.79999999999995,1
1210,WP_009706572.1,868.0,641.7,226.29999999999995,1
1211,WP_007103610.1,863.0,646.7,216.29999999999995,1
1212,WP_078610064.1,869.8,643.1,226.69999999999993,1
1213,WP_131138326.1,864.0,610.9,253.10000000000002,1
1214,WP_039233556.1,866.8,612.8,254.0,1
1215,WP_038894629.1,861.9,636.7,225.19999999999993,1
1216,HBJ34654.1,896.2,669.5,226.70000000000005,1
1217,WP_200283111.1,899.2,696.3,202.9000000000001,1
1218,WP_171390489.1,859.0,630.0,229.0,1
1219,GFD76881.1,878.7,620.0,258.70000000000005,1
1220,HHA95568.1,839.5,642.3,197.20000000000005,1
1221,WP_101566170.1,866.0,612.2,253.79999999999995,1
1222,WP_158906999.1,826.1,650.6,175.5,1
1223,WP_185691040.1,863.4,661.7,201.69999999999993,1
1224,WP_045410771.1,863.1,635.5,227.60000000000002,1
1225,WP_132698312.1,866.3,638.4,227.89999999999998,1
1226,WP_011576530.1,875.5,653.1,222.39999999999998,1
1227,EHA1083323.1,858.3,638.3,220.0,1
1228,CAE7253785.1,856.2,642.6,213.60000000000002,1
1229,EKD97504.1,656.2,500.1,156.10000000000002,1
1230,WP_014999826.1,869.8,614.6,255.19999999999993,1
1231,WP_005434296.1,867.4,639.6,227.79999999999995,1
1232,WP_105932673.1,875.7,621.1,254.60000000000002,1
1233,WP_199459741.1,867.5,642.6,224.89999999999998,1
1234,GAM54158.1,855.5,634.2,221.29999999999995,1
1235,NKW89362.1,869.4,614.2,255.19999999999993,1
1236,WP_137165690.1,865.8,618.1,247.69999999999993,1
1237,WP_127555709.1,871.0,635.5,235.5,1
1238,APD87735.1,872.8,618.9,253.89999999999998,1
1239,NBV43483.1,830.7,631.5,199.20000000000005,1
1240,WP_061008975.1,867.7,640.1,227.60000000000002,1
1241,WP_198816397.1,871.9,619.2,252.69999999999993,1
1242,WP_038226412.1,859.6,632.4,227.20000000000005,1
1243,WP_062455652.1,859.4,632.3,227.10000000000002,1
1244,WP_199481853.1,867.5,644.3,223.20000000000005,1
1245,WP_120962691.1,875.0,621.0,254.0,1
1246,WP_101198800.1,878.9,637.3,241.60000000000002,1
1247,WP_126554932.1,868.0,676.7,191.29999999999995,1
1248,MAL70895.1,854.3,605.3,249.0,1
1249,WP_041056120.1,864.6,641.2,223.39999999999998,1
1250,WP_160180999.1,881.0,659.9,221.10000000000002,1
1251,HAY99924.1,874.8,655.0,219.79999999999995,1
1252,MBI1855636.1,785.7,588.3,197.4000000000001,1
1253,AEJ20244.1,842.5,653.8,188.70000000000005,1
1254,WP_156789671.1,842.5,653.8,188.70000000000005,1
1255,WP_202262713.1,872.5,626.5,246.0,1
1256,WP_150871896.1,865.9,634.4,231.5,1
1257,WP_110429169.1,847.7,629.9,217.80000000000007,1
1258,MBG7608856.1,877.3,653.3,224.0,1
1259,WP_201247072.1,880.3,684.1,196.19999999999993,1
1260,WP_100656929.1,885.0,662.4,222.60000000000002,1
1261,EAQ78490.1,879.7,674.7,205.0,1
1262,MAP20522.1,883.7,635.7,248.0,1
1263,EHA1070225.1,857.8,634.6,223.19999999999993,1
1264,MAS94287.1,886.0,658.7,227.29999999999995,1
1265,KPK54376.1,884.3,648.0,236.29999999999995,1
1266,KPJ77247.1,879.6,645.5,234.10000000000002,1
1267,WP_186506074.1,835.1,618.1,217.0,1
1268,WP_171393724.1,851.3,622.2,229.0999999999999,1
1269,WP_040351883.1,879.8,674.7,205.0999999999999,1
1270,RPH19772.1,875.2,622.7,252.5,1
1271,EHA1106477.1,859.1,635.6,223.5,1
1272,ABM02171.1,862.7,639.2,223.5,1
1273,WP_041765783.1,862.6,639.2,223.39999999999998,1
1274,NVK00382.1,830.8,627.3,203.5,1
1275,BBO29313.1,885.5,636.2,249.29999999999995,1
1276,NDJ33284.1,819.0,653.4,165.60000000000002,1
1277,OHD82733.1,826.1,644.4,181.70000000000005,1
1278,HBH27802.1,856.9,655.3,201.60000000000002,1
1279,WP_132779324.1,851.5,648.2,203.29999999999995,1
1280,WP_073316623.1,885.0,635.9,249.10000000000002,1
1281,WP_025257496.1,869.5,614.7,254.79999999999995,1
1282,MAH56206.1,879.7,632.5,247.20000000000005,1
1283,NBC27640.1,844.1,646.2,197.89999999999998,1
1284,WP_117318838.1,858.1,614.2,243.89999999999998,1
1285,WP_070123190.1,853.2,616.3,236.9000000000001,1
1286,TFG83265.1,817.9,639.3,178.60000000000002,1
1287,WP_152468489.1,868.8,633.3,235.5,1
1288,WP_054032834.1,880.8,642.4,238.39999999999998,1
1289,KPP99716.1,852.9,639.8,213.10000000000002,1
1290,VXC45389.1,853.8,601.9,251.89999999999998,1
1291,WP_197529401.1,876.4,680.8,195.60000000000002,1
1292,WP_139755042.1,860.2,614.3,245.9000000000001,1
1293,HAE23561.1,806.4,625.5,180.89999999999998,1
1294,QDV74703.1,876.4,680.8,195.60000000000002,1
1295,ALM92881.1,862.4,605.8,256.6,1
1296,WP_070178479.1,870.7,621.0,249.70000000000005,1
1297,WP_159534725.1,853.7,601.9,251.80000000000007,1
1298,WP_057796556.1,862.4,605.8,256.6,1
1299,WP_039217526.1,870.5,618.8,251.70000000000005,1
1300,GAL20660.1,856.0,630.0,226.0,1
1301,MAD16947.1,875.5,655.4,220.10000000000002,1
1302,WP_033184692.1,877.2,656.7,220.5,1
1303,NNK07378.1,869.0,660.2,208.79999999999995,1
1304,WP_006991776.1,875.2,655.8,219.4000000000001,1
1305,WP_062089140.1,861.1,603.7,257.4,1
1306,WP_191025187.1,853.5,612.8,240.70000000000005,1
1307,NJK30221.1,836.6,646.8,189.80000000000007,1
1308,MBC7869678.1,792.3,596.3,196.0,1
1309,WP_032097732.1,855.6,612.7,242.89999999999998,1
1310,NND30241.1,867.3,657.1,210.19999999999993,1
1311,KPK17210.1,879.2,642.9,236.30000000000007,1
1312,KXJ58942.1,872.9,614.9,258.0,1
1313,WP_114562231.1,835.9,648.3,187.60000000000002,1
1314,AEE24727.1,876.5,655.2,221.29999999999995,1
1315,MBC2736219.1,876.8,659.3,217.5,1
1316,NQV06307.1,844.0,678.7,165.29999999999995,1
1317,MBN26926.1,871.9,651.4,220.5,1
1318,WP_007985047.1,873.9,653.4,220.5,1
1319,WP_191865208.1,876.2,654.4,221.80000000000007,1
1320,RPH56271.1,770.4,577.6,192.79999999999995,1
1321,MAI37984.1,856.2,614.7,241.5,1
1322,CAA9575023.1,795.6,601.9,193.70000000000005,1
1323,WP_163105787.1,856.1,613.6,242.5,1
1324,NVO08037.1,644.5,502.6,141.89999999999998,1
1325,MBT81737.1,864.7,617.7,247.0,1
1326,WP_008301884.1,875.0,653.4,221.60000000000002,1
1327,WP_198825306.1,872.7,651.4,221.30000000000007,1
1328,OHD21372.1,818.1,639.9,178.20000000000005,1
1329,HCO25807.1,838.6,632.8,205.80000000000007,1
1330,WP_041246705.1,871.1,631.5,239.60000000000002,1
1331,WP_048617547.1,860.2,629.1,231.10000000000002,1
1332,MBC8207030.1,879.9,654.3,225.60000000000002,1
1333,AEP29490.1,871.0,631.3,239.70000000000005,1
1334,WP_118491660.1,864.2,610.6,253.60000000000002,1
1335,WP_163088719.1,867.0,620.7,246.29999999999995,1
1336,WP_171751672.1,855.5,635.5,220.0,1
1337,WP_071816193.1,849.3,606.3,243.0,1
1338,WP_195733140.1,844.5,626.6,217.89999999999998,1
1339,WP_050648780.1,859.3,627.6,231.69999999999993,1
1340,HAN98021.1,820.6,626.0,194.60000000000002,1
1341,WP_050621939.1,859.2,627.5,231.70000000000005,1
1342,WP_123323968.1,868.9,617.8,251.10000000000002,1
1343,OHE64845.1,779.3,606.7,172.5999999999999,1
1344,WP_119502630.1,864.2,616.9,247.30000000000007,1
1345,WP_057788149.1,842.6,620.4,222.20000000000005,1
1346,OZB43045.1,840.4,618.3,222.10000000000002,1
1347,WP_101040503.1,854.3,636.3,218.0,1
1348,WP_146444387.1,857.7,659.6,198.10000000000002,1
1349,WP_017060366.1,855.3,622.8,232.5,1
1350,HAT40823.1,834.0,623.5,210.5,1
1351,BAG82877.1,852.4,596.2,256.19999999999993,1
1352,WP_071980834.1,854.1,610.2,243.89999999999998,1
1353,NVK54096.1,873.3,627.2,246.0999999999999,1
1354,MBC7809558.1,813.9,632.2,181.69999999999993,1
1355,WP_162026356.1,869.2,676.9,192.30000000000007,1
1356,WP_136982392.1,855.3,622.8,232.5,1
1357,WP_062480267.1,883.5,679.2,204.29999999999995,1
1358,NCN04054.1,836.5,642.5,194.0,1
1359,WP_065955176.1,841.2,618.5,222.70000000000005,1
1360,WP_008951630.1,841.4,620.0,221.39999999999998,1
1361,TFG96201.1,850.0,623.2,226.79999999999995,1
1362,WP_046557367.1,824.5,613.9,210.60000000000002,1
1363,WP_162028617.1,868.6,676.7,191.89999999999998,1
1364,WP_008842876.1,875.9,641.5,234.39999999999998,1
1365,WP_105934586.1,868.2,619.5,248.70000000000005,1
1366,WP_189405175.1,870.6,614.0,256.6,1
1367,WP_140960938.1,882.4,638.6,243.79999999999995,1
1368,WP_083233288.1,839.6,647.5,192.10000000000002,1
1369,HCA76370.1,868.1,619.1,249.0,1
1370,HAU90993.1,868.1,619.0,249.10000000000002,1
1371,HDY04570.1,875.1,709.9,165.20000000000005,1
1372,WP_008607797.1,839.6,617.7,221.89999999999998,1
1373,WP_040291491.1,840.4,618.8,221.60000000000002,1
1374,HCV19296.1,866.3,616.4,249.89999999999998,1
1375,EIW89497.1,840.2,618.8,221.4000000000001,1
1376,ODA36854.1,839.0,647.6,191.39999999999998,1
1377,WP_140590367.1,806.2,604.5,201.70000000000005,1
1378,WP_013111927.1,839.8,648.1,191.69999999999993,1
1379,WP_184659649.1,799.4,595.6,203.79999999999995,1
1380,MAA94126.1,826.1,616.0,210.10000000000002,1
1381,WP_136250573.1,863.9,621.3,242.60000000000002,1
1382,WP_009148283.1,887.8,682.8,205.0,1
1383,WP_002703171.1,804.8,590.8,214.0,1
1384,WP_163110877.1,854.0,611.3,242.70000000000005,1
1385,WP_191017982.1,794.4,589.9,204.5,1
1386,WP_201064530.1,892.1,688.3,203.80000000000007,1
1387,WP_189433277.1,833.3,621.7,211.5999999999999,1
1388,WP_068313752.1,801.0,603.4,197.60000000000002,1
1389,MAQ01281.1,846.3,604.8,241.5,1
1390,WP_199288089.1,801.1,603.4,197.70000000000005,1
1391,WP_127020940.1,819.9,606.3,213.60000000000002,1
1392,WP_031570838.1,837.3,617.1,220.19999999999993,1
1393,MBK8508636.1,885.3,765.3,120.0,1
1394,NQT61067.1,788.9,603.9,185.0,1
1395,ALZ75225.1,831.2,611.8,219.4000000000001,1
1396,MBK8185128.1,882.5,761.7,120.79999999999995,1
1397,WP_068062387.1,832.6,615.8,216.80000000000007,1
1398,KPK06705.1,870.2,759.1,111.10000000000002,1
1399,PKL09177.1,793.5,623.1,170.39999999999998,1
1400,TXH97953.1,833.8,614.5,219.29999999999995,1
1401,MBI1324038.1,890.0,670.7,219.29999999999995,1
1402,NMD26932.1,720.8,542.5,178.29999999999995,1
1403,WP_036325595.1,675.5,513.6,161.89999999999998,1
1404,WP_129634133.1,796.6,603.4,193.20000000000005,1
1405,KAA0262182.1,767.8,578.1,189.69999999999993,1
1406,MBA4031840.1,836.9,647.7,189.19999999999993,1
1407,MBE2294500.1,877.3,768.3,109.0,1
1408,WP_008900707.1,818.4,604.0,214.39999999999998,1
1409,TFH32923.1,840.8,635.5,205.29999999999995,1
1410,NLJ10609.1,809.8,634.1,175.69999999999993,1
1411,HAO33362.1,877.3,756.3,121.0,1
1412,WP_127700408.1,827.8,612.6,215.19999999999993,1
1413,HCX95714.1,764.5,608.4,156.10000000000002,1
1414,NDJ60419.1,771.9,603.7,168.19999999999993,1
1415,WP_127686052.1,820.1,600.4,219.70000000000005,1
1416,WP_024269192.1,828.5,630.0,198.5,1
1417,WP_019676152.1,828.7,617.9,210.80000000000007,1
1418,WP_068117412.1,789.2,609.5,179.70000000000005,1
1419,WP_199466208.1,769.4,565.4,204.0,1
1420,RMH02433.1,891.1,788.2,102.89999999999998,1
1421,OJF75733.1,786.3,582.0,204.29999999999995,1
1422,WP_093155144.1,794.2,601.7,192.5,1
1423,HBY39006.1,811.2,588.9,222.30000000000007,1
1424,RKX93860.1,815.3,613.2,202.0999999999999,1
1425,HCK80522.1,877.5,766.5,111.0,1
1426,WP_189481047.1,840.6,623.2,217.39999999999998,1
1427,KAB2927510.1,874.9,767.2,107.69999999999993,1
1428,WP_196156977.1,811.5,590.1,221.39999999999998,1
1429,WP_052078833.1,839.4,624.2,215.19999999999993,1
1430,WP_082101855.1,831.9,619.6,212.29999999999995,1
1431,KKL01227.1,831.8,619.6,212.19999999999993,1
1432,KOO57523.1,832.7,620.8,211.9000000000001,1
1433,MBK7985029.1,879.4,763.8,115.60000000000002,1
1434,MBK8962983.1,880.0,763.9,116.10000000000002,1
1435,WP_133503493.1,774.9,570.1,204.79999999999995,1
1436,WP_027728337.1,801.1,593.7,207.39999999999998,1
1437,WP_147902693.1,831.9,619.1,212.79999999999995,1
1438,WP_013659999.1,769.2,568.0,201.20000000000005,1
1439,HBL21458.1,797.0,588.1,208.89999999999998,1
1440,NNG04484.1,799.7,654.2,145.5,1
1441,MBE0698443.1,688.5,517.2,171.29999999999995,1
1442,HAF49389.1,692.0,526.1,165.89999999999998,1
1443,MBK7543408.1,877.6,761.5,116.10000000000002,1
1444,ABR69264.1,772.1,567.7,204.39999999999998,1
1445,WP_148834736.1,776.7,573.9,202.80000000000007,1
1446,WP_111637276.1,775.0,567.0,208.0,1
1447,WP_048814195.1,772.1,567.6,204.5,1
1448,WP_084122141.1,761.7,563.0,198.70000000000005,1
1449,TVQ25193.1,754.5,550.9,203.60000000000002,1
1450,MBK6328397.1,882.2,780.5,101.70000000000005,1
1451,WP_073630472.1,856.0,713.3,142.70000000000005,1
1452,WP_067345281.1,774.5,569.4,205.10000000000002,1
1453,MBK8933408.1,880.8,779.5,101.29999999999995,1
1454,WP_100186188.1,768.3,563.5,204.79999999999995,1
1455,MAU01544.1,875.6,776.5,99.10000000000002,1
1456,HAW30899.1,769.7,582.4,187.30000000000007,1
1457,WP_024023912.1,766.6,575.7,190.89999999999998,1
1458,PJE56651.1,768.3,563.5,204.79999999999995,1
1459,PIE81135.1,887.6,782.0,105.60000000000002,1
1460,WP_067012272.1,774.9,570.8,204.10000000000002,1
1461,NVK74075.1,777.8,574.0,203.79999999999995,1
1462,NTW13151.1,730.7,532.2,198.5,1
1463,WP_199475477.1,771.6,572.9,198.70000000000005,1
1464,WP_169458064.1,771.4,568.7,202.69999999999993,1
1465,PID84678.1,887.0,783.5,103.5,1
1466,MBK8987106.1,865.9,764.7,101.19999999999993,1
1467,WP_123095093.1,776.3,569.2,207.0999999999999,1
1468,WP_168826454.1,780.7,578.5,202.20000000000005,1
1469,WP_009104180.1,801.7,594.5,207.20000000000005,1
1470,OQA63751.1,789.9,581.8,208.10000000000002,1
1471,WP_008045184.1,790.0,600.6,189.39999999999998,1
1472,MBK8434278.1,869.0,765.6,103.39999999999998,1
1473,WP_100636845.1,769.7,562.7,207.0,1
1474,WP_116132137.1,777.8,579.5,198.29999999999995,1
1475,WP_106233766.1,857.8,680.8,177.0,1
1476,RNF73459.1,770.0,574.4,195.60000000000002,1
1477,RBP83832.1,770.1,574.3,195.80000000000007,1
1478,MBI9004392.1,837.1,627.5,209.60000000000002,1
1479,WP_175020607.1,770.0,574.4,195.60000000000002,1
1480,MBE2225255.1,877.1,773.2,103.89999999999998,1
1481,MBE2201195.1,863.9,778.0,85.89999999999998,1
1482,WP_111607462.1,768.9,562.8,206.10000000000002,1
1483,WP_184742559.1,808.2,583.7,224.5,1
1484,WP_176334116.1,762.9,572.7,190.19999999999993,1
1485,NWJ48636.1,874.2,722.2,152.0,1
1486,NTW01547.1,770.6,571.6,199.0,1
1487,ABX03801.1,838.0,733.2,104.79999999999995,1
1488,GEA08598.1,776.5,565.9,210.60000000000002,1
1489,HBW49019.1,837.8,732.8,105.0,1
1490,MBK9050203.1,879.0,771.9,107.10000000000002,1
1491,HBB12678.1,700.0,516.9,183.10000000000002,1
1492,MBA3470059.1,834.3,721.9,112.39999999999998,1
1493,WP_110513965.1,830.1,719.7,110.39999999999998,1
1494,MBK8905409.1,868.0,762.4,105.60000000000002,1
1495,PJF28613.1,718.1,528.0,190.10000000000002,1
1496,NBV31351.1,787.2,601.0,186.20000000000005,1
1497,CAA9233433.1,826.1,760.1,66.0,1
1498,NCF65501.1,868.5,767.9,100.60000000000002,1
1499,WP_202990224.1,802.7,723.8,78.90000000000009,1
1500,PTM20560.1,785.2,602.0,183.20000000000005,1
1501,WP_203383505.1,804.6,717.4,87.20000000000005,1
1502,MBE7528668.1,860.1,769.8,90.30000000000007,1
1503,WP_100258469.1,765.2,576.8,188.4000000000001,1
1504,WP_054534270.1,833.5,723.1,110.39999999999998,1
1505,VTP57657.1,725.6,530.1,195.5,1
1506,WP_095042299.1,864.4,781.6,82.79999999999995,1
1507,GIE93339.1,792.5,717.0,75.5,1
1508,WP_203779472.1,791.9,716.9,75.0,1
1509,NJK79715.1,850.4,711.4,139.0,1
1510,HAM77686.1,668.7,486.5,182.20000000000005,1
1511,NJN67231.1,848.0,731.0,117.0,1
1512,WP_127501635.1,805.7,718.1,87.60000000000002,1
1513,PTM10345.1,742.1,585.3,156.80000000000007,1
1514,WP_184955693.1,796.9,722.6,74.29999999999995,1
1515,WP_203722207.1,796.2,722.0,74.20000000000005,1
1516,WP_189628727.1,820.8,643.4,177.39999999999998,1
1517,CAA9528634.1,806.8,771.0,35.799999999999955,1
1518,NLC29268.1,633.4,509.5,123.89999999999998,1
1519,OJV88173.1,870.3,738.4,131.89999999999998,1
1520,BAY83936.1,843.3,686.2,157.0999999999999,1
1521,WP_096656849.1,843.3,686.2,157.0999999999999,1
1522,WP_132703929.1,747.7,565.6,182.10000000000002,1
1523,MBK7216885.1,862.0,788.9,73.10000000000002,1
1524,WP_199752851.1,803.8,714.9,88.89999999999998,1
1525,RSM54638.1,803.8,714.8,89.0,1
1526,MBE2320270.1,802.4,746.5,55.89999999999998,1
1527,OYO18392.1,841.4,747.7,93.69999999999993,1
1528,WP_198024567.1,852.3,728.9,123.39999999999998,1
1529,NJO05657.1,802.6,686.2,116.39999999999998,1
1530,AHY46369.1,853.1,728.8,124.30000000000007,1
1531,PJF21369.1,671.0,497.8,173.2,1
1532,NBC96083.1,793.5,627.6,165.89999999999998,1
1533,WP_013157464.1,880.8,718.9,161.89999999999998,1
1534,MAP09411.1,795.7,575.7,220.0,1
1535,WP_171194911.1,840.2,746.6,93.60000000000002,1
1536,WP_198287593.1,844.2,679.2,165.0,1
1537,AFY55563.1,844.2,679.2,165.0,1
1538,RWX46794.1,823.4,632.6,190.79999999999995,1
1539,WP_119067387.1,855.3,726.8,128.5,1
1540,TVR35928.1,636.1,481.0,155.10000000000002,1
1541,WP_018466847.1,869.4,725.1,144.29999999999995,1
1542,MBI5812309.1,875.7,718.2,157.5,1
1543,WP_189088491.1,864.3,740.3,124.0,1
1544,WP_174625894.1,842.3,626.9,215.39999999999998,1
1545,WP_015955571.1,825.5,678.8,146.70000000000005,1
1546,WP_119279050.1,868.5,715.4,153.10000000000002,1
1547,PKM37326.1,844.6,637.8,206.80000000000007,1
1548,TVS01541.1,818.1,696.0,122.10000000000002,1
1549,WP_116573274.1,803.6,746.5,57.10000000000002,1
1550,WP_069834218.1,832.6,644.0,188.60000000000002,1
1551,HIP73752.1,856.8,758.5,98.29999999999995,1
1552,WP_069843068.1,839.8,640.4,199.39999999999998,1
1553,RKQ85047.1,794.4,754.2,40.19999999999993,1
1554,WP_004074066.1,836.4,629.9,206.5,1
1555,HBA65913.1,842.7,634.7,208.0,1
1556,MBF0219593.1,829.5,628.4,201.10000000000002,1
1557,WP_152727288.1,796.0,696.4,99.60000000000002,1
1558,MST33808.1,829.7,731.2,98.5,1
1559,ADI14158.1,848.4,754.8,93.60000000000002,1
1560,MBA2769686.1,811.0,763.3,47.700000000000045,1
1561,WP_053226870.1,776.6,729.3,47.30000000000007,1
1562,WP_183984865.1,847.7,748.4,99.30000000000007,1
1563,WP_035940668.1,815.7,709.0,106.70000000000005,1
1564,WP_141900782.1,842.0,635.1,206.89999999999998,1
1565,WP_188244887.1,805.6,611.1,194.5,1
1566,WP_093027955.1,840.0,629.3,210.70000000000005,1
1567,NBC48120.1,817.8,715.7,102.09999999999991,1
1568,WP_017840911.1,843.7,633.5,210.20000000000005,1
1569,WP_109648618.1,803.4,610.9,192.5,1
1570,HEB96183.1,833.9,619.3,214.60000000000002,1
1571,OGO57337.1,830.8,730.0,100.79999999999995,1
1572,WP_133008324.1,857.7,739.3,118.40000000000009,1
1573,WP_149611260.1,832.6,635.1,197.5,1
1574,PJF26159.1,628.7,461.4,167.30000000000007,1
1575,RKZ69784.1,835.8,617.8,218.0,1
1576,WP_148221304.1,847.4,754.2,93.19999999999993,1
1577,WP_157459347.1,863.4,756.6,106.79999999999995,1
1578,TNF98233.1,840.8,625.2,215.5999999999999,1
1579,WP_036250784.1,843.6,628.7,214.89999999999998,1
1580,WP_014147118.1,842.4,632.3,210.10000000000002,1
1581,WP_177183112.1,854.7,749.7,105.0,1
1582,QEP44737.1,834.1,617.5,216.60000000000002,1
1583,WP_093069407.1,823.9,618.8,205.10000000000002,1
1584,MBE0436644.1,837.3,632.2,205.0999999999999,1
1585,TVQ91521.1,818.9,707.1,111.79999999999995,1
1586,WP_035946458.1,818.1,701.0,117.10000000000002,1
1587,RDH85116.1,839.6,629.9,209.70000000000005,1
1588,OIO71076.1,827.1,611.9,215.20000000000005,1
1589,PIQ47977.1,833.5,631.5,202.0,1
1590,WP_203765903.1,819.7,733.2,86.5,1
1591,WP_134112287.1,838.2,634.7,203.5,1
1592,WP_066727615.1,834.3,628.2,206.0999999999999,1
1593,WP_164454556.1,839.6,635.2,204.39999999999998,1
1594,WP_035238036.1,835.9,621.5,214.39999999999998,1
1595,NCB56987.1,829.5,641.7,187.79999999999995,1
1596,WP_179164069.1,852.1,729.7,122.39999999999998,1
1597,WP_007193765.1,839.4,628.2,211.19999999999993,1
1598,WP_148572764.1,807.7,770.6,37.10000000000002,1
1599,WP_200386667.1,821.9,706.9,115.0,1
1600,WP_002707644.1,833.2,620.5,212.70000000000005,1
1601,WP_020161574.1,842.1,626.6,215.5,1
1602,WP_110524788.1,868.4,708.4,160.0,1
1603,WP_137448602.1,821.8,688.3,133.5,1
1604,WP_194969303.1,842.7,629.0,213.70000000000005,1
1605,WP_012729554.1,827.4,642.7,184.69999999999993,1
1606,WP_089403201.1,804.3,711.4,92.89999999999998,1
1607,WP_026298930.1,849.4,733.2,116.19999999999993,1
1608,WP_157463802.1,872.4,742.7,129.69999999999993,1
1609,WP_155450490.1,833.6,640.9,192.70000000000005,1
1610,WP_091381456.1,793.4,703.2,90.19999999999993,1
1611,WP_043752271.1,836.6,626.8,209.80000000000007,1
1612,MBB6016233.1,854.2,733.4,120.80000000000007,1
1613,WP_139401427.1,854.2,733.4,120.80000000000007,1
1614,WP_120797949.1,838.0,631.4,206.60000000000002,1
1615,SDO44664.1,792.3,703.6,88.69999999999993,1
1616,WP_125217138.1,836.6,631.6,205.0,1
1617,PLS87192.1,834.2,714.0,120.20000000000005,1
1618,WP_136870356.1,835.6,626.6,209.0,1
1619,WP_046844138.1,868.8,752.1,116.69999999999993,1
1620,WP_039686619.1,855.5,735.0,120.5,1
1621,WP_091114256.1,807.4,709.8,97.60000000000002,1
1622,WP_135142549.1,798.8,706.0,92.79999999999995,1
1623,HAN34305.1,792.6,725.2,67.39999999999998,1
1624,WP_006748892.1,837.8,635.5,202.29999999999995,1
1625,MAE82717.1,823.4,642.3,181.10000000000002,1
1626,WP_188843321.1,869.2,755.2,114.0,1
1627,WP_190575263.1,828.7,611.6,217.10000000000002,1
1628,WP_094533025.1,823.8,611.1,212.69999999999993,1
1629,WP_185252070.1,809.2,688.0,121.20000000000005,1
1630,QFY90763.1,839.9,642.1,197.79999999999995,1
1631,OIQ02740.1,823.5,611.4,212.10000000000002,1
1632,NCD35429.1,812.6,667.4,145.20000000000005,1
1633,MBK9969606.1,789.8,720.9,68.89999999999998,1
1634,NMD22651.1,790.0,721.9,68.10000000000002,1
1635,WP_146923983.1,810.2,762.6,47.60000000000002,1
1636,MBK8331113.1,791.9,725.5,66.39999999999998,1
1637,WP_106278137.1,806.0,714.1,91.89999999999998,1
1638,TVQ39608.1,823.0,633.7,189.29999999999995,1
1639,WP_120799328.1,828.9,710.4,118.5,1
1640,WP_188026503.1,834.9,647.0,187.89999999999998,1
1641,WP_135159335.1,820.6,728.2,92.39999999999998,1
1642,RLJ20848.1,823.5,617.9,205.60000000000002,1
1643,WP_015753515.1,783.6,595.6,188.0,1
1644,WP_013557862.1,858.6,740.7,117.89999999999998,1
1645,RLJ19500.1,823.1,616.6,206.5,1
1646,WP_136434145.1,810.6,755.2,55.39999999999998,1
1647,WP_132687869.1,841.3,728.9,112.39999999999998,1
1648,WP_119762052.1,842.8,731.6,111.19999999999993,1
1649,WP_175358058.1,821.2,611.4,209.80000000000007,1
1650,WP_179714813.1,803.6,705.3,98.30000000000007,1
1651,WP_189059854.1,870.7,753.7,117.0,1
1652,PKM10778.1,830.8,627.2,203.5999999999999,1
1653,WP_110007933.1,786.8,694.3,92.5,1
1654,WP_078488066.1,819.6,622.0,197.60000000000002,1
1655,PWW25034.1,786.8,694.4,92.39999999999998,1
1656,WP_187580124.1,840.0,762.2,77.79999999999995,1
1657,WP_117380151.1,804.3,710.7,93.59999999999991,1
1658,WP_029478242.1,838.5,725.5,113.0,1
