,accession,has_S
1085,WP_145098139.1,0
1086,WP_038135653.1,0
1087,WP_006961320.1,0
1088,WP_068378530.1,0
1089,WP_110129609.1,0
1090,WP_171347009.1,0
1091,WP_145454418.1,0
1092,NCC92006.1,0
1093,EHA1114501.1,0
1094,WP_120355184.1,0
1095,NIR30053.1,0
1096,WP_154898723.1,0
1097,WP_097644213.1,0
1098,WP_008660975.1,0
1099,GAM66741.1,0
1100,WP_145107961.1,0
1101,WP_039469595.1,0
1102,HCM27212.1,0
1103,WP_008074164.1,0
1104,WP_002649443.1,0
1105,WP_150093055.1,0
1106,WP_154932421.1,0
1107,WP_145224371.1,0
1108,WP_146678820.1,0
1109,QDT12173.1,0
1110,WP_171339496.1,0
1111,WP_038212259.1,0
1112,NOY71849.1,0
1113,MAX37124.1,0
1114,WP_028671584.1,0
1115,WP_117234352.1,0
1116,WP_075085824.1,0
1117,WP_109319936.1,0
1118,TWU47654.1,0
1119,WP_146515266.1,0
1120,HCI82482.1,0
1121,WP_146461614.1,0
1122,TWT53693.1,0
1123,WP_087149687.1,0
1124,WP_084887651.1,0
1125,WP_141152894.1,0
1126,WP_071960128.1,0
1127,NCD22669.1,0
1128,MBI3929390.1,0
1129,HAV12655.1,0
1130,WP_141154719.1,0
1131,WP_075177307.1,0
1132,WP_201219162.1,0
1133,WP_071970123.1,0
1134,WP_150079462.1,0
1135,NQY16828.1,0
1136,HCG87866.1,0
1137,WP_071952911.1,0
1138,WP_187462278.1,0
1139,WP_202286018.1,0
1140,NLG34198.1,0
1141,WP_149499070.1,0
1142,HAA99866.1,0
1143,WP_107271816.1,0
1144,WP_015068322.1,0
1145,RUM28427.1,0
1146,WP_020744449.1,0
1147,WP_049588768.1,0
1148,KUK96167.1,0
1149,NKX22223.1,0
1150,WP_110288823.1,0
1151,GFD96825.1,0
1152,WP_023559950.1,0
1153,HBI75481.1,0
1154,WP_039229292.1,0
1155,CRH07200.1,0
1156,WP_156078939.1,0
1157,WP_061486715.1,0
1158,WP_069945101.1,0
1159,WP_036823894.1,0
1160,OHD16827.1,0
1161,NKX32571.1,0
1162,WP_146430599.1,0
1163,WP_014951059.1,0
1164,WP_159580287.1,0
1165,WP_096993654.1,0
1166,WP_199452735.1,0
1167,WP_157316861.1,0
1168,WP_181549984.1,0
1169,WP_107300510.1,0
1170,NCA82541.1,0
1171,WP_039987393.1,0
1172,WP_148511534.1,0
1173,WP_198558725.1,0
1174,GFD82187.1,0
1175,WP_201285044.1,0
1176,WP_054822392.1,0
1177,WP_045484212.1,0
1178,WP_031493191.1,0
1179,WP_006069096.1,0
1180,HBN99956.1,0
1181,WP_199436326.1,0
1182,WP_122071613.1,0
1183,NEL22135.1,0
1184,WP_018984217.1,0
1185,HBK58036.1,0
1186,WP_143837175.1,0
1187,RZP31676.1,0
1188,WP_063603259.1,0
1189,HBO33288.1,0
1190,WP_014980534.1,0
1191,EGR3932583.1,0
1192,WP_014977633.1,0
1193,WP_039840610.1,0
1194,HAV63825.1,0
1195,WP_061096061.1,0
1196,MAW03781.1,0
1197,WP_024017120.1,0
1198,NEX18701.1,0
1199,HCS80336.1,0
1200,WP_200240196.1,0
1201,NCC52193.1,0
1202,MBI1176346.1,0
1203,WP_094418391.1,0
1204,WP_159120514.1,0
1205,WP_076012498.1,0
1206,WP_189609448.1,0
1207,WP_103878668.1,0
1208,WP_171369837.1,0
1209,WP_009706572.1,0
1210,WP_007103610.1,0
1211,WP_078610064.1,0
1212,WP_131138326.1,0
1213,WP_039233556.1,0
1214,WP_038894629.1,0
1215,HBJ34654.1,0
1216,WP_200283111.1,0
1217,WP_171390489.1,0
1218,GFD76881.1,0
1219,HHA95568.1,0
1220,WP_101566170.1,0
1221,WP_158906999.1,0
1222,WP_185691040.1,0
1223,WP_045410771.1,0
1224,WP_132698312.1,0
1225,WP_011576530.1,0
1226,EHA1083323.1,0
1227,CAE7253785.1,0
1228,EKD97504.1,0
1229,WP_014999826.1,0
1230,WP_005434296.1,0
1231,WP_105932673.1,0
1232,WP_199459741.1,0
1233,GAM54158.1,0
1234,NKW89362.1,0
1235,WP_137165690.1,0
1236,WP_127555709.1,0
1237,APD87735.1,0
1238,NBV43483.1,0
1239,WP_061008975.1,0
1240,WP_198816397.1,0
1241,WP_038226412.1,0
1242,WP_062455652.1,0
1243,WP_199481853.1,0
1244,WP_120962691.1,0
1245,WP_101198800.1,0
1246,WP_126554932.1,0
1247,MAL70895.1,0
1248,WP_041056120.1,0
1249,WP_160180999.1,0
1250,HAY99924.1,0
1251,MBI1855636.1,0
1252,AEJ20244.1,0
1253,WP_156789671.1,0
1254,WP_202262713.1,0
1255,WP_150871896.1,0
1256,WP_110429169.1,0
1257,MBG7608856.1,0
1258,WP_201247072.1,0
1259,WP_100656929.1,0
1260,EAQ78490.1,0
1261,MAP20522.1,0
1262,EHA1070225.1,0
1263,MAS94287.1,0
1264,KPK54376.1,0
1265,KPJ77247.1,0
1266,WP_186506074.1,0
1267,WP_171393724.1,0
1268,WP_040351883.1,0
1269,RPH19772.1,0
1270,EHA1106477.1,0
1271,ABM02171.1,0
1272,WP_041765783.1,0
1273,NVK00382.1,0
1274,BBO29313.1,0
1275,NDJ33284.1,0
1276,OHD82733.1,0
1277,HBH27802.1,0
1278,WP_132779324.1,0
1279,WP_073316623.1,0
1280,WP_025257496.1,0
1281,MAH56206.1,0
1282,NBC27640.1,0
1283,WP_117318838.1,0
1284,WP_070123190.1,0
1285,TFG83265.1,0
1286,WP_152468489.1,0
1287,WP_054032834.1,0
1288,KPP99716.1,0
1289,VXC45389.1,0
1290,WP_197529401.1,0
1291,WP_139755042.1,0
1292,HAE23561.1,0
1293,QDV74703.1,0
1294,ALM92881.1,0
1295,WP_070178479.1,0
1296,WP_159534725.1,0
1297,WP_057796556.1,0
1298,WP_039217526.1,0
1299,GAL20660.1,0
1300,MAD16947.1,0
1301,WP_033184692.1,0
1302,NNK07378.1,0
1303,WP_006991776.1,0
1304,WP_062089140.1,0
1305,WP_191025187.1,0
1306,NJK30221.1,0
1307,MBC7869678.1,0
1308,WP_032097732.1,0
1309,NND30241.1,0
1310,KPK17210.1,0
1311,KXJ58942.1,0
1312,WP_114562231.1,0
1313,AEE24727.1,0
1314,MBC2736219.1,0
1315,NQV06307.1,0
1316,MBN26926.1,0
1317,WP_007985047.1,0
1318,WP_191865208.1,0
1319,RPH56271.1,0
1320,MAI37984.1,0
1321,CAA9575023.1,0
1322,WP_163105787.1,0
1323,NVO08037.1,0
1324,MBT81737.1,0
1325,WP_008301884.1,0
1326,WP_198825306.1,0
1327,OHD21372.1,0
1328,HCO25807.1,0
1329,WP_041246705.1,0
1330,WP_048617547.1,0
1331,MBC8207030.1,0
1332,AEP29490.1,0
1333,WP_118491660.1,0
1334,WP_163088719.1,0
1335,WP_171751672.1,0
1336,WP_071816193.1,0
1337,WP_195733140.1,0
1338,WP_050648780.1,0
1339,HAN98021.1,0
1340,WP_050621939.1,0
1341,WP_123323968.1,0
1342,OHE64845.1,0
1343,WP_119502630.1,0
1344,WP_057788149.1,0
1345,OZB43045.1,0
1346,WP_101040503.1,0
1347,WP_146444387.1,0
1348,WP_017060366.1,0
1349,HAT40823.1,0
1350,BAG82877.1,0
1351,WP_071980834.1,0
1352,NVK54096.1,0
1353,MBC7809558.1,0
1354,WP_162026356.1,0
1355,WP_136982392.1,0
1356,WP_062480267.1,0
1357,NCN04054.1,0
1358,WP_065955176.1,0
1359,WP_008951630.1,0
1360,TFG96201.1,0
1361,WP_046557367.1,0
1362,WP_162028617.1,0
1363,WP_008842876.1,0
1364,WP_105934586.1,0
1365,WP_189405175.1,0
1366,WP_140960938.1,0
1367,WP_083233288.1,0
1368,HCA76370.1,0
1369,HAU90993.1,0
1370,HDY04570.1,0
1371,WP_008607797.1,0
1372,WP_040291491.1,0
1373,HCV19296.1,0
1374,EIW89497.1,0
1375,ODA36854.1,0
1376,WP_140590367.1,0
1377,WP_013111927.1,0
1378,WP_184659649.1,0
1379,MAA94126.1,0
1380,WP_136250573.1,0
1381,WP_009148283.1,0
1382,WP_002703171.1,0
1383,WP_163110877.1,0
1384,WP_191017982.1,0
1385,WP_201064530.1,0
1386,WP_189433277.1,0
1387,WP_068313752.1,0
1388,MAQ01281.1,0
1389,WP_199288089.1,0
1390,WP_127020940.1,0
1391,WP_031570838.1,0
1392,MBK8508636.1,0
1393,NQT61067.1,0
1394,ALZ75225.1,0
1395,MBK8185128.1,0
1396,WP_068062387.1,0
1397,KPK06705.1,0
1398,PKL09177.1,0
1399,TXH97953.1,0
1400,MBI1324038.1,0
1401,NMD26932.1,0
1402,WP_036325595.1,0
1403,WP_129634133.1,0
1404,KAA0262182.1,0
1405,MBA4031840.1,0
1406,MBE2294500.1,0
1407,WP_008900707.1,0
1408,TFH32923.1,0
1409,NLJ10609.1,0
1410,HAO33362.1,0
1411,WP_127700408.1,0
1412,HCX95714.1,0
1413,NDJ60419.1,0
1414,WP_127686052.1,0
1415,WP_024269192.1,0
1416,WP_019676152.1,0
1417,WP_068117412.1,0
1418,WP_199466208.1,0
1419,RMH02433.1,0
1420,OJF75733.1,0
1421,WP_093155144.1,0
1422,HBY39006.1,0
1423,RKX93860.1,0
1424,HCK80522.1,0
1425,WP_189481047.1,0
1426,KAB2927510.1,0
1427,WP_196156977.1,0
1428,WP_052078833.1,0
1429,WP_082101855.1,0
1430,KKL01227.1,0
1431,KOO57523.1,0
1432,MBK7985029.1,0
1433,MBK8962983.1,0
1434,WP_133503493.1,0
1435,WP_027728337.1,0
1436,WP_147902693.1,0
1437,WP_013659999.1,0
1438,HBL21458.1,0
1439,NNG04484.1,0
1440,MBE0698443.1,0
1441,HAF49389.1,0
1442,MBK7543408.1,0
1443,ABR69264.1,0
1444,WP_148834736.1,0
1445,WP_111637276.1,0
1446,WP_048814195.1,0
1447,WP_084122141.1,0
1448,TVQ25193.1,0
1449,MBK6328397.1,0
1450,WP_073630472.1,0
1451,WP_067345281.1,0
1452,MBK8933408.1,0
1453,WP_100186188.1,0
1454,MAU01544.1,0
1455,HAW30899.1,0
1456,WP_024023912.1,0
1457,PJE56651.1,0
1458,PIE81135.1,0
1459,WP_067012272.1,0
1460,NVK74075.1,0
1461,NTW13151.1,0
1462,WP_199475477.1,0
1463,WP_169458064.1,0
1464,PID84678.1,0
1465,MBK8987106.1,0
1466,WP_123095093.1,0
1467,WP_168826454.1,0
1468,WP_009104180.1,0
1469,OQA63751.1,0
1470,WP_008045184.1,0
1471,MBK8434278.1,0
1472,WP_100636845.1,0
1473,WP_116132137.1,0
1474,WP_106233766.1,0
1475,RNF73459.1,0
1476,RBP83832.1,0
1477,MBI9004392.1,0
1478,WP_175020607.1,0
1479,MBE2225255.1,0
1480,MBE2201195.1,0
1481,WP_111607462.1,0
1482,WP_184742559.1,0
1483,WP_176334116.1,0
1484,NWJ48636.1,0
1485,NTW01547.1,0
1486,ABX03801.1,0
1487,GEA08598.1,0
1488,HBW49019.1,0
1489,MBK9050203.1,0
1490,HBB12678.1,0
1491,MBA3470059.1,0
1492,WP_110513965.1,0
1493,MBK8905409.1,0
1494,PJF28613.1,0
1495,NBV31351.1,0
1496,CAA9233433.1,0
1497,NCF65501.1,0
1498,WP_202990224.1,0
1499,PTM20560.1,0
1500,WP_203383505.1,0
1501,MBE7528668.1,0
1502,WP_100258469.1,0
1503,WP_054534270.1,0
1504,VTP57657.1,0
1505,WP_095042299.1,0
1506,GIE93339.1,0
1507,WP_203779472.1,0
1508,NJK79715.1,0
1509,HAM77686.1,0
1510,NJN67231.1,0
1511,WP_127501635.1,0
1512,PTM10345.1,0
1513,WP_184955693.1,0
1514,WP_203722207.1,0
1515,WP_189628727.1,0
1516,CAA9528634.1,0
1517,NLC29268.1,0
1518,OJV88173.1,0
1519,BAY83936.1,0
1520,WP_096656849.1,0
1521,WP_132703929.1,0
1522,MBK7216885.1,0
1523,WP_199752851.1,0
1524,RSM54638.1,0
1525,MBE2320270.1,0
1526,OYO18392.1,0
1527,WP_198024567.1,0
1528,NJO05657.1,0
1529,AHY46369.1,0
1530,PJF21369.1,0
1531,NBC96083.1,0
1532,WP_013157464.1,0
1533,MAP09411.1,0
1534,WP_171194911.1,0
1535,WP_198287593.1,0
1536,AFY55563.1,0
1537,RWX46794.1,0
1538,WP_119067387.1,0
1539,TVR35928.1,0
1540,WP_018466847.1,0
1541,MBI5812309.1,0
1542,WP_189088491.1,0
1543,WP_174625894.1,0
1544,WP_015955571.1,0
1545,WP_119279050.1,0
1546,PKM37326.1,0
1547,TVS01541.1,0
1548,WP_116573274.1,0
1549,WP_069834218.1,0
1550,HIP73752.1,0
1551,WP_069843068.1,0
1552,RKQ85047.1,0
1553,WP_004074066.1,0
1554,HBA65913.1,0
1555,MBF0219593.1,0
1556,WP_152727288.1,0
1557,MST33808.1,0
1558,ADI14158.1,0
1559,MBA2769686.1,0
1560,WP_053226870.1,0
1561,WP_183984865.1,0
1562,WP_035940668.1,0
1563,WP_141900782.1,0
1564,WP_188244887.1,0
1565,WP_093027955.1,0
1566,NBC48120.1,0
1567,WP_017840911.1,0
1568,WP_109648618.1,0
1569,HEB96183.1,0
1570,OGO57337.1,0
1571,WP_133008324.1,0
1572,WP_149611260.1,0
1573,PJF26159.1,0
1574,RKZ69784.1,0
1575,WP_148221304.1,0
1576,WP_157459347.1,0
1577,TNF98233.1,0
1578,WP_036250784.1,0
1579,WP_014147118.1,0
1580,WP_177183112.1,0
1581,QEP44737.1,0
1582,WP_093069407.1,0
1583,MBE0436644.1,0
1584,TVQ91521.1,0
1585,WP_035946458.1,0
1586,RDH85116.1,0
1587,OIO71076.1,0
1588,PIQ47977.1,0
1589,WP_203765903.1,0
1590,WP_134112287.1,0
1591,WP_066727615.1,0
1592,WP_164454556.1,0
1593,WP_035238036.1,0
1594,NCB56987.1,0
1595,WP_179164069.1,0
1596,WP_007193765.1,0
1597,WP_148572764.1,0
1598,WP_200386667.1,0
1599,WP_002707644.1,0
1600,WP_020161574.1,0
1601,WP_110524788.1,0
1602,WP_137448602.1,0
1603,WP_194969303.1,0
1604,WP_012729554.1,0
1605,WP_089403201.1,0
1606,WP_026298930.1,0
1607,WP_157463802.1,0
1608,WP_155450490.1,0
1609,WP_091381456.1,0
1610,WP_043752271.1,0
1611,MBB6016233.1,0
1612,WP_139401427.1,0
1613,WP_120797949.1,0
1614,SDO44664.1,0
1615,WP_125217138.1,0
1616,PLS87192.1,0
1617,WP_136870356.1,0
1618,WP_046844138.1,0
1619,WP_039686619.1,0
1620,WP_091114256.1,0
1621,WP_135142549.1,0
1622,HAN34305.1,0
1623,WP_006748892.1,0
1624,MAE82717.1,0
1625,WP_188843321.1,0
1626,WP_190575263.1,0
1627,WP_094533025.1,0
1628,WP_185252070.1,0
1629,QFY90763.1,0
1630,OIQ02740.1,0
1631,NCD35429.1,0
1632,MBK9969606.1,0
1633,NMD22651.1,0
1634,WP_146923983.1,0
1635,MBK8331113.1,0
1636,WP_106278137.1,0
1637,TVQ39608.1,0
1638,WP_120799328.1,0
1639,WP_188026503.1,0
1640,WP_135159335.1,0
1641,RLJ20848.1,0
1642,WP_015753515.1,0
1643,WP_013557862.1,0
1644,RLJ19500.1,0
1645,WP_136434145.1,0
1646,WP_132687869.1,0
1647,WP_119762052.1,0
1648,WP_175358058.1,0
1649,WP_179714813.1,0
1650,WP_189059854.1,0
1651,PKM10778.1,0
1652,WP_110007933.1,0
1653,WP_078488066.1,0
1654,PWW25034.1,0
1655,WP_187580124.1,0
1656,WP_117380151.1,0
1657,WP_029478242.1,0
1658,WP_015236655.1,0
1659,PZU98442.1,0
1660,HEB94153.1,0
1661,WP_007042086.1,0
1662,WP_110828490.1,0
1663,WP_034388293.1,0
1664,WP_088248156.1,0
1665,TVR31210.1,0
1666,GAM74535.1,0
1667,WP_093191125.1,0
1668,WP_190398676.1,0
1669,WP_054558583.1,0
1670,WP_163477240.1,0
1671,WP_179650867.1,0
1672,TDG13986.1,0
1673,WP_200386801.1,0
1674,WP_152676748.1,0
1675,WP_103310199.1,0
1676,WP_132977111.1,0
1677,WP_198296847.1,0
1678,WP_141788917.1,0
1679,WP_005964850.1,0
1680,QMS84795.1,0
1681,WP_005224987.1,0
1682,WP_188968753.1,0
1683,GGL66974.1,0
1684,WP_151848539.1,0
1685,WP_119315021.1,0
1686,WP_060528455.1,0
1687,WP_184128863.1,0
1688,MBC8209834.1,0
1689,WP_203940030.1,0
1690,WP_189068499.1,0
1691,HAD07560.1,0
1692,MBB5361724.1,0
1693,WP_012969486.1,0
1694,WP_091366647.1,0
1695,NOQ68528.1,0
1696,MBF0250476.1,0
1697,WP_155299746.1,0
1698,WP_200158587.1,0
1699,WP_153013864.1,0
1700,WP_015402829.1,0
1701,WP_135229297.1,0
1702,WP_129988474.1,0
1703,WP_076835376.1,0
1704,WP_200328942.1,0
1705,NOR72833.1,0
1706,TXH63204.1,0
1707,WP_027157548.1,0
1708,GHF47595.1,0
1709,WP_184112675.1,0
1710,WP_123236301.1,0
1711,WP_194907567.1,0
1712,WP_091332374.1,0
1713,MBI1175454.1,0
1714,WP_188904185.1,0
1715,WP_157445425.1,0
1716,WP_119672153.1,0
1717,MBB1576834.1,0
1718,NND79385.1,0
1719,ALW87966.1,0
1720,MBB1572395.1,0
1721,NNK98548.1,0
1722,WP_014777669.1,0
1723,WP_051963761.1,0
1724,WP_108346559.1,0
1725,WP_091547915.1,0
1726,TVQ99212.1,0
1727,WP_154363386.1,0
1728,WP_172161917.1,0
1729,ESQ17508.1,0
1730,MBJ7601437.1,0
1731,MBF9043222.1,0
1732,WP_089336855.1,0
1733,SDY86297.1,0
1734,WP_136366076.1,0
1735,WP_166487456.1,0
1736,WP_160977078.1,0
1737,WP_182799259.1,0
1738,PLY16002.1,0
1739,ADB76432.1,0
1740,NNJ49207.1,0
1741,HAS12346.1,0
1742,WP_113780843.1,0
1743,WP_005373327.1,0
1744,PUB85151.1,0
1745,NNJ91519.1,0
1746,WP_110908095.1,0
1747,KQQ44026.1,0
1748,WP_110888102.1,0
1749,GEQ98660.1,1
1750,WP_064015500.1,0
1751,WP_041221562.1,0
1752,WP_019587080.1,0
1753,NCB60204.1,0
1754,WP_106705956.1,0
1755,WP_124947652.1,0
1756,PYG40228.1,0
1757,WP_069958658.1,0
1758,WP_201323305.1,0
1759,WP_136813508.1,0
1760,WP_068582015.1,0
1761,WP_163340894.1,0
1762,HCF06324.1,0
1763,MBA2416657.1,0
1764,WP_015259543.1,0
1765,RMD82809.1,0
1766,PUB75204.1,0
1767,MBJ7530044.1,0
1768,GEC20211.1,0
1769,PUB74679.1,0
1770,WP_185722632.1,0
1771,WP_102128133.1,0
1772,WP_179664352.1,0
1773,WP_067034792.1,0
1774,ABF44874.1,0
1775,WP_141278729.1,0
1776,WP_028487077.1,0
1777,WP_052074659.1,0
1778,WP_065710325.1,0
1779,pdb|3UCQ|A,0
1780,WP_188370304.1,0
1781,PVV22887.1,0
1782,WP_189102332.1,0
1783,WP_143397775.1,0
1784,WP_087418726.1,0
1785,TVP93075.1,0
1786,WP_160828353.1,0
1787,WP_164656784.1,0
1788,WP_170209958.1,0
1789,WP_099748334.1,0
1790,WP_036276698.1,0
1791,WP_138072893.1,0
1792,WP_176974635.1,0
1793,WP_067262634.1,0
1794,WP_051511015.1,0
1795,WP_082502952.1,0
1796,THB74853.1,0
1797,WP_166523236.1,0
1798,WP_121257298.1,0
1799,WP_127018873.1,0
1800,WP_031434968.1,0
1801,KQP65289.1,0
1802,WP_020676698.1,0
1803,WP_091222745.1,0
1804,WP_100498665.1,0
1805,WP_197171345.1,0
1806,MBC7355734.1,0
1807,WP_189073706.1,0
1808,WP_011371218.1,0
1809,TQL63352.1,0
1810,WP_090292114.1,0
1811,WP_135796420.1,0
1812,WP_030007532.1,0
1813,WP_103129084.1,0
1814,WP_056679761.1,0
1815,MBL8496837.1,0
1816,WP_129606286.1,0
1817,NNL03842.1,0
1818,WP_091326258.1,0
1819,SFL33119.1,0
1820,WP_173028306.1,0
1821,WP_109014693.1,0
1822,WP_020562131.1,0
1823,WP_099238101.1,0
1824,WP_188314470.1,0
1825,GGJ65791.1,0
1826,WP_062433010.1,0
1827,WP_184010169.1,0
1828,NCA68616.1,0
1829,MBL7978819.1,0
1830,HCB04587.1,0
1831,NND55966.1,0
1832,WP_019669225.1,0
1833,WP_065713617.1,0
1834,WP_087274906.1,0
1835,MBI1376564.1,0
1836,TNF70833.1,0
1837,WP_150047788.1,0
1838,WP_173285407.1,0
1839,WP_018294867.1,0
1840,WP_065716123.1,0
1841,WP_188059224.1,0
1842,WP_082500129.1,0
1843,WP_188873453.1,1
1844,NHZ77295.1,0
1845,MBF6596411.1,0
1846,WP_189064096.1,0
1847,WP_150863315.1,0
1848,WP_193666369.1,0
1849,WP_146887024.1,0
1850,WP_202052748.1,0
1851,WP_009851412.1,0
1852,OUC16145.1,0
1853,PKO25329.1,0
1854,HEA25818.1,0
1855,WP_191386279.1,0
1856,WP_068649277.1,0
1857,WP_188960818.1,0
1858,WP_029483535.1,0
1859,SEH06968.1,0
1860,WP_075830532.1,0
1861,MBK6959572.1,0
1862,WP_075013577.1,0
1863,OLV19736.1,0
1864,WP_129118544.1,0
1865,HFD11107.1,0
1866,WP_168665617.1,0
1867,WP_021796294.1,0
1868,OJY39958.1,0
1869,WP_012306513.1,0
1870,WP_104429191.1,0
1871,WP_159653108.1,0
1872,WP_163417386.1,0
1873,WP_201091979.1,0
1874,HBH31918.1,0
1875,WP_084049630.1,0
1876,WP_051304075.1,0
1877,MBD3633596.1,0
1878,WP_029938725.1,0
1879,WP_097207753.1,0
1880,MBB3086535.1,0
1881,WP_092224286.1,0
1882,WP_089306976.1,0
1883,WP_185784424.1,0
1884,WP_185979097.1,0
1885,WP_123142623.1,0
1886,WP_168500075.1,0
1887,WP_093581268.1,0
1888,WP_163339055.1,0
1889,WP_194747115.1,0
1890,MBF0274788.1,0
1891,MBF0255003.1,0
1892,OIP71579.1,0
1893,MBK6887303.1,0
1894,HEL42553.1,0
1895,MBL8932470.1,0
1896,WP_169414852.1,0
1897,WP_101841430.1,0
1898,pdb|4AYS|A,0
1899,WP_188942725.1,0
1900,SMB94335.1,0
1901,NNJ93207.1,0
1902,WP_104990146.1,0
1903,WP_047417260.1,0
1904,EMR13404.1,0
1905,WP_010887578.1,0
1906,WP_024870638.1,0
1907,PKM65975.1,0
1908,SFT84025.1,0
1909,WP_081924012.1,0
1910,WP_190353019.1,0
1911,WP_139710988.1,0
1912,WP_128385256.1,0
1913,WP_136390092.1,0
1914,WP_080522438.1,0
1915,NNE63959.1,0
1916,WP_108697120.1,0
1917,CAA9563713.1,0
1918,WP_123139674.1,0
1919,WP_142460191.1,0
1920,WP_110340959.1,0
1921,WP_056604618.1,0
1922,WP_119160685.1,0
1923,MBA3524738.1,0
1924,WP_168535509.1,0
1925,WP_137718619.1,0
1926,WP_104423471.1,0
1927,WP_078300789.1,0
1928,WP_130494450.1,0
1929,NNJ96552.1,0
1930,SMO96056.1,0
1931,MBF0265419.1,0
1932,RZS80111.1,0
1933,ESQ16084.1,0
1934,PHR30191.1,0
1935,WP_163692156.1,0
1936,WP_124868535.1,0
1937,WP_043920079.1,0
1938,MBL8926426.1,0
1939,WP_111952504.1,0
1940,WP_013966517.1,0
1941,WP_149125285.1,0
1942,HCU68379.1,0
1943,WP_015281543.1,0
1944,WP_182582389.1,0
1945,WP_077340287.1,0
1946,QLQ32473.1,0
1947,WP_075891173.1,0
1948,PKM56497.1,0
1949,WP_062271847.1,0
1950,WP_100277936.1,0
1951,RME62934.1,0
1952,WP_189003344.1,0
1953,WP_175955118.1,0
1954,TVP82319.1,0
1955,SHN80608.1,0
1956,MBA3907913.1,0
1957,WP_006591235.1,0
1958,WP_108783157.1,0
1959,WP_015108613.1,0
1960,WP_096684471.1,0
1961,WP_178368183.1,0
1962,WP_171202000.1,0
1963,WP_085216400.1,0
1964,RWA22986.1,0
1965,WP_107774958.1,0
1966,WP_006783595.1,0
1967,WP_102165346.1,0
1968,NNH22133.1,0
1969,WP_130874696.1,0
1970,WP_148391776.1,0
1971,WP_072919222.1,0
1972,HIC47153.1,0
1973,WP_007145427.1,0
1974,NCO86141.1,0
1975,WP_197715756.1,0
1976,WP_193668290.1,0
1977,PUB80900.1,0
1978,NCT13167.1,0
1979,WP_105072872.1,0
1980,WP_149077083.1,0
1981,WP_194000222.1,0
1982,RKV83296.1,0
1983,PKO47724.1,0
1984,MBJ7355891.1,0
1985,WP_126455044.1,0
1986,WP_136807268.1,0
1987,WP_033141652.1,0
1988,WP_161152073.1,0
1989,WP_103666274.1,0
1990,MAX51018.1,0
1991,WP_096292906.1,0
1992,WP_089090045.1,0
1993,MBA3023025.1,0
1994,WP_116452982.1,0
1995,NJP06632.1,0
1996,WP_107137947.1,0
1997,MBI4937934.1,0
1998,WP_103732546.1,0
1999,TFG78967.1,0
2000,WP_179614569.1,0
2001,WP_022866221.1,0
2002,WP_090585777.1,0
2003,WP_049994742.1,0
2004,WP_006892229.1,0
2005,EYB68695.1,0
2006,WP_106222867.1,0
2007,WP_019135576.1,0
2008,WP_200375855.1,0
2009,WP_133039280.1,0
2010,MBE0469105.1,0
2011,NBE58651.1,0
2012,SET19203.1,0
2013,WP_119341245.1,0
2014,WP_029907861.1,0
2015,WP_091441971.1,0
2016,PPD46324.1,0
2017,WP_034355397.1,0
2018,GIG20442.1,0
2019,WP_081851641.1,0
2020,WP_013646473.1,0
2021,WP_152831233.1,0
2022,WP_066348573.1,0
2023,PLY05549.1,0
2024,WP_135132871.1,0
2025,KXS30698.1,0
2026,NNK11577.1,0
2027,WP_129821413.1,0
2028,WP_056037939.1,0
2029,WP_130536527.1,0
2030,WP_119714434.1,0
2031,WP_026377799.1,0
2032,NCO14342.1,0
2033,MSW67168.1,0
2034,WP_189617834.1,0
2035,WP_128365965.1,0
2036,WP_069127205.1,0
2037,WP_128514738.1,0
2038,MBC8094040.1,0
2039,WP_147927580.1,0
2040,NCN44090.1,0
2041,RQW76671.1,0
2042,WP_134765423.1,0
2043,WP_102107529.1,0
2044,WP_141786239.1,0
2045,WP_125227916.1,0
2046,KGM06891.1,0
2047,WP_135450891.1,0
2048,WP_186720789.1,0
2049,WP_159819099.1,0
2050,WP_119357393.1,0
2051,NCP57910.1,0
2052,OGS73035.1,0
2053,MBK8445194.1,0
2054,TVR94967.1,0
2055,WP_009606792.1,0
2056,MBK8452343.1,0
2057,WP_119618411.1,0
2058,WP_008290111.1,0
2059,MTI62442.1,0
2060,WP_065543864.1,0
2061,WP_074719448.1,0
2062,WP_097104371.1,0
2063,PIW46249.1,0
2064,WP_151889433.1,0
2065,WP_101397192.1,0
2066,SMY06936.1,0
2067,HEC29201.1,0
2068,WP_195513818.1,0
2069,NCO74925.1,0
2070,WP_073241056.1,0
2071,WP_190466336.1,0
2072,WP_052257258.1,0
2073,WP_155230056.1,0
2074,WP_084542932.1,0
2075,OYY73773.1,0
2076,WP_011715055.1,0
2077,WP_036199268.1,0
2078,WP_104803644.1,0
2079,WP_157623415.1,0
2080,WP_051103644.1,0
2081,MBB1587252.1,0
2082,WP_129653744.1,0
2083,WP_181784343.1,0
2084,WP_056303900.1,0
2085,WP_136646356.1,0
2086,WP_152869809.1,0
2087,PKM53695.1,0
2088,WP_138733055.1,0
2089,WP_091151384.1,0
2090,WP_166525811.1,0
2091,WP_092981580.1,0
2092,NNJ89248.1,0
2093,NNL08159.1,0
2094,CCH86912.1,0
2095,MBF0288029.1,0
2096,MBA3006524.1,0
2097,WP_027883290.1,0
2098,KRC90327.1,0
2099,WP_196104102.1,0
2100,WP_166503420.1,0
2101,WP_204130847.1,0
2102,NNL03492.1,0
2103,WP_204135169.1,0
